variant,query,rank,score,id,scope,category,label,reason,text,elapsedMs
exp_recent,쿠로미 carryover,1,0.7261,571f9d6d-deba-43e1-87ed-81481f6a9fe7,dggd:projects,fact,relevant,scope+token,2026-04-10 21:22 KST DGG-518([Showcase][Dev] Demo recording-ready local flow 패키징 — startup + reset 고정)은 쿠로미 독립 검증에서 FAIL 처리됐다. 당시 제출 tunnel URL은 죽어 있었고 Next.js/Tunnel 모두 stopped 상태,28047
exp_recent,쿠로미 carryover,2,0.698,0adf81d4-9cce-4dd9-a08c-09734501b81d,agent:cinna-mlds,decision,partial,token only,R&R 경계 교훈 (2026-04-13): stage1-scenario-json.ts levers/parameters mismatch fix는 Dev 영역(배츠 R&R). 시나이 코드 수정 전 R&R 체크 필수. 쿠로미/멜로디가 지적. 앞으로 코드 수정 전 AGENTS.md R&R 테이블에서 Owner 확인 먼저.,28047
exp_recent,쿠로미 carryover,3,0.6952,145e115c-4a66-4bae-99cd-56d7c6712d2c,agent:kuromi,entity,partial,token only,"[[reply_to_current]] [확인] 쿠로미 쪽 Mac Mini에서는 Vercel 접근 됩니다. 방금 `entity-ipa` prod deploy `dpl_7rBXDyGt76zi9RHxcdc3oyN26jzP` 확인했고, 원인은 *자격 증명 없음*이 아니라 *TEAM_ACCESS_REQUIRED*입니다. • `ma",28047
exp_recent,쿠로미 carryover,4,0.6854,ce29cfac-650d-46d3-8443-df091f4ebad0,dggd:projects,fact,relevant,scope+token,"2026-04-10 21:06 KST DGG-518은 DGG-518 전용 스레드의 실행 증거(local URL, reset 2세트, stage3/4/5 screenshots)를 기준으로 멜로디가 재검증 후 in_review로 전환했다. 현재 상태는 reviewer PASS, 쿠로미 최종 확인 대기다.",28047
exp_recent,쿠로미 carryover,5,0.6817,10b71a73-b23c-4303-ba4f-e77f084ae2c5,agent:mymelody-pm,decision,partial,token only,"AI 예산 관리 결정 (2026-04-13): AI 비용 MTD $958.22로 $950 초과 상태. 쿠로미 결정: showcase까지 non-critical 작업은 haiku/gemini-flash, sonnet은 high-leverage만 사용. 배츠/시나 모델 drift audit는 쿠로미 담당. 멜로디는 기본 sc",28047
exp_recent,CTO 지시,1,0.8198,d0ebce9f-478d-4031-be4b-6ca98c939ee2,dggd:ops,decision,relevant,scope+token,"[2026-04-11] DGG-504 done 확정 (MyMelody). 검증 근거: doogooda.com/robots.txt=200, entity-flow.vercel.app=200, entity-ipa는 deploy error가 아니라 Vercel auth 401. Notion audit page 멜로디 복구 7건 ",24421
exp_recent,CTO 지시,2,0.761,deda0768-d335-4b06-9355-ef1930ed9bb0,agent:kuromi,reflection,partial,token only,DC Revamp 스레드(#random 1776139483) 59건까지 폭주. CTO가 30건 한도 전에 끊어야 했음. 원인: 멜로디 문서 작업→쿠로미 리뷰→CTO 추가 지시 loop가 스레드 안에서 계속됨. 대책: 스레드 20건 넘으면 새 이슈/채널로 강제 분리. CTO 추가 지시 시점(ts 1776146885)에 즉시,24421
exp_recent,CTO 지시,3,0.7389,38cf620a-745f-4fda-b997-0a0cea2557ad,dggd:ops,fact,relevant,scope+token,"2026-04-11 KST CTO 추가 지시 후 Kuromi, MyMelody, Badtz 워크스페이스에 3층 업데이트를 반영했다. MEMORY에는 drive-first/artifact-first/evidence bundle 원칙을 추가했고, rules/reporting 및 slack-format에는 CTO/COO 보고 ",24421
exp_recent,CTO 지시,4,0.7363,978f6c34-367d-4236-b649-aa9172c08a87,agent:cinna-mlds,decision,partial,token only,"CTO 지시: Slack 스레드 무한 루프 금지. 대화가 3회전 이상이면 Paperclip 이슈로 전환하거나 결론 내고 끊을 것. ""그만 말하세요"" — Paperclip first 원칙. AGENTS.md에 이미 ""스레드 3회전 이상 → Paperclip 이슈로 전환"" 규칙 있음. 2026-04-13 #random 스레드",24421
exp_recent,CTO 지시,5,0.7335,0550d0d9-45ca-4df9-9802-17a9a0688a2c,dggd:ops,decision,relevant,scope+token,"Phase 4 회고는 단순 교훈 bullet이 아니라 별도 Retrospective stage로 분리하고, 4명 에이전트의 업무 흐름/핸드오프/블로커/역할충돌을 점검하는 동시에 AGENTS.md/SOUL.md/TOOLS.md/docs/knowledge/루틴/스킬 정합성까지 함께 확인하며 불일치는 즉시 수정한다 (2026-",24421
exp_recent,scope:dggd:ops 최근 작업,1,0.7494,3c3c5818-41ef-4061-b828-592692ad3334,dggd:ops,fact,partial,scope-tag match,"2026-04-10 최근 24h Slack 대화 분석 결과, 전체 root message 224건 중 172건이 #0_standup에 집중됐고 MyMelody 85건 + Paperclip bot 67건으로 67.9%를 차지했다. 주요 문제는 MyMelody/Paperclip 중복 발화, #0_standup 알림 폭주, r",2068
exp_recent,scope:dggd:ops 최근 작업,2,0.7365,1294e986-4b1e-4b66-8ee9-40f2a70af0b5,dggd:ops,decision,partial,scope-tag match,"체크인/운영 재정렬 패턴: 최근 Slack 스캔을 먼저 수행하고, 최근 체크인이 30분 이내인지와 181-thread 로드, CEO/CTO 새 메시지 및 미응답, Calendar 인증 상태를 점검한 뒤, active issue와 sprint/agent 상태 변화를 PRD/AC evidence, checklist, CI 상",2068
exp_recent,scope:dggd:ops 최근 작업,3,0.6896,f661a73f-7ddb-49ba-a425-ed395f865c8c,dggd:ops,decision,partial,scope-tag match,Self-merge 절대 금지 Hard Rule (2026-04-15 CTO 지적). 최근 PR 15건 전부 리뷰 0건 self-merge 발견. PR 작성자가 직접 merge하는 것은 거버넌스 위반. 반드시 COO(쿠로미)가 code-review 후 GitHub approve → 그 다음에만 merge 가능. 위반 시 ,2068
exp_recent,scope:dggd:ops 최근 작업,4,0.686,380732b5-805d-4f9a-8c8d-6e686f52905c,dggd:ops,decision,partial,scope-tag match,"Albert가 2026-04-10 기준 최근 24시간 이슈·Slack 대화를 묶는 CEO/CTO 브리핑 루틴을 유지하라고 지시했고, MyMelody Slack self-replay loop는 즉시 RCA 대상 운영 이슈(DGG-479)로 우선순위를 올렸다.",2068
exp_recent,scope:dggd:ops 최근 작업,5,0.6792,09305602-8aad-4fc5-8179-17d767cfcedd,dggd:ops,fact,partial,scope-tag match,"2026-04-17 chitchat-state: 주제=스타트업씬/AI 테크 가십(YC Delve compliance 스캔들 + LiteLLM 악성코드), 멘션 에이전트=멜로디, 채널=#6_chitchat, thread_ts=1776380636.831709. 다음 로테이션: 배츠. 최근 사용 주제: 미국 정치/경제 → 스타",2068
exp_recent,scope:role:dev 최근 작업,1,0,,,,irrelevant,no result,,2125
exp_recent,scope:role:dev 최근 작업,2,0,,,,irrelevant,no result,,2125
exp_recent,scope:role:dev 최근 작업,3,0,,,,irrelevant,no result,,2125
exp_recent,scope:role:dev 최근 작업,4,0,,,,irrelevant,no result,,2125
exp_recent,scope:role:dev 최근 작업,5,0,,,,irrelevant,no result,,2125
exp_scope_hybrid,최근 작업,1,0.761,7bb4b35b-b7be-45df-bdb5-163298076e5e,dggd:projects,fact,irrelevant,no scope/token match,"회신 확인 작업 패턴: 기준 inbox에 direct access가 있으면 먼저 yes/no로 회신 여부를 확인하고, 없으면 blocker로 표시한 뒤 확인 가능 시점에 재점검한다. 회신이 없을 경우 next ping owner/date를 즉시 확정해 상위 이슈에 연결하며, Sarjoo Security Packet 사례에",29928
exp_scope_hybrid,최근 작업,2,0.7456,bcf070e2-b4b3-486a-a7a6-5974bd493236,dggd:projects,fact,irrelevant,no scope/token match,"2026-04-10 08:48 KST 기준 배츠의 작업 현황은 DGG-876 review 반영 여부를 확인한 뒤 DGG-235 또는 DGG-316에 착수하는 흐름이 중심이며, 동시에 DGG-796/797/824/828은 재무 모니터링 및 delta audit 관련 작업으로 완료·승인·후속 sweep까지 진행된 상태로 공유",29928
exp_scope_hybrid,최근 작업,3,0.6786,f661a73f-7ddb-49ba-a425-ed395f865c8c,dggd:ops,decision,partial,scope only,Self-merge 절대 금지 Hard Rule (2026-04-15 CTO 지적). 최근 PR 15건 전부 리뷰 0건 self-merge 발견. PR 작성자가 직접 merge하는 것은 거버넌스 위반. 반드시 COO(쿠로미)가 code-review 후 GitHub approve → 그 다음에만 merge 가능. 위반 시 ,29928
exp_scope_hybrid,최근 작업,4,0.6733,7948905e-3201-41db-9071-18af68f0a202,dggd:projects,fact,irrelevant,no scope/token match,DGG-495 Pricing Framework + Competitive Positioning 정리 작업 완료: Notion 페이지 생성 후 #5_sales 스레드에 회신했고 이슈 상태를 in_review로 전환함. Notion: [Sales] Pricing Framework + Competitive Positioning ,29928
exp_scope_hybrid,최근 작업,5,0.6712,09305602-8aad-4fc5-8179-17d767cfcedd,dggd:ops,fact,partial,scope only,"2026-04-17 chitchat-state: 주제=스타트업씬/AI 테크 가십(YC Delve compliance 스캔들 + LiteLLM 악성코드), 멘션 에이전트=멜로디, 채널=#6_chitchat, thread_ts=1776380636.831709. 다음 로테이션: 배츠. 최근 사용 주제: 미국 정치/경제 → 스타",29928
exp_scope_hybrid,오늘 작업,1,0.761,7bb4b35b-b7be-45df-bdb5-163298076e5e,dggd:projects,fact,irrelevant,no scope/token match,"회신 확인 작업 패턴: 기준 inbox에 direct access가 있으면 먼저 yes/no로 회신 여부를 확인하고, 없으면 blocker로 표시한 뒤 확인 가능 시점에 재점검한다. 회신이 없을 경우 next ping owner/date를 즉시 확정해 상위 이슈에 연결하며, Sarjoo Security Packet 사례에",19205
exp_scope_hybrid,오늘 작업,2,0.7456,bcf070e2-b4b3-486a-a7a6-5974bd493236,dggd:projects,fact,irrelevant,no scope/token match,"2026-04-10 08:48 KST 기준 배츠의 작업 현황은 DGG-876 review 반영 여부를 확인한 뒤 DGG-235 또는 DGG-316에 착수하는 흐름이 중심이며, 동시에 DGG-796/797/824/828은 재무 모니터링 및 delta audit 관련 작업으로 완료·승인·후속 sweep까지 진행된 상태로 공유",19205
exp_scope_hybrid,오늘 작업,3,0.7187,e138d249-9b82-4a5d-b899-f1da919cfdde,dggd:projects,decision,irrelevant,no scope/token match,"Sprint-0414-2는 Sprint-0414-1에서 이관된 7개 carry-over issue를 utility-based AC와 Intent Card(Problem/Before/After/Signal) 형식으로 정비하며 DC Revamp와 Showcase readiness를 마무리하는 스프린트이고, Phase 2 mo",19205
exp_scope_hybrid,오늘 작업,4,0.7128,61f79268-31dc-4021-8e93-ef1cf3d6978c,agent:badtz-dev,other,partial,scope only,"작업 및 제품 기획은 Plan-first, document-first, spec-first workflow를 따른다. 먼저 Plan을 작성하고 변경 파일, AC 매핑, docs 영향까지 포함한 뒤 진행하며, 제품 기획에서는 Design·Spec·Roadmap·Tech Spec과 `docs/techspec/architect",19205
exp_scope_hybrid,오늘 작업,5,0.6994,49a7bb29-eff1-44a2-a749-28a0ef53805c,dggd:projects,fact,irrelevant,no scope/token match,"COO 체크인 기준 전체 상태는 전원 작업 중으로 정정되었고, 최신 birdview에서는 idle이 없었으나 이후 운영 인력 상태에서는 배츠·시나·멜로디가 idle로 재정리되었다. 핵심 리스크는 MyMelody의 blocked 5건과 blocked 적체이며, PM은 DGG-1788 Phase 3 1차 AC FAIL을 판정",19205
exp_scope_hybrid,DGG-2678 explanation card,1,0.7318,3f5ed139-68d7-4de5-892a-4f67d38a750e,dggd:projects,decision,relevant,scope+token,"2026-04-13 KST DGG-799는 merged main commit 57720fa 기준으로 Kuromi가 최종 done 전환했다. main shipped artifact docs/demo/psa-ceac-fixtures.json parse OK, WTP=0은 dc-closure / WTP>=50K는 ed-fast",27667
exp_scope_hybrid,DGG-2678 explanation card,2,0.6602,c9693031-ef96-410c-9a9b-70d364577a78,dggd:ops,decision,relevant,scope+token,Sprint Retro 학습: 이슈 cancel rate가 높으면 Plan 앞단에서 이슈를 너무 일찍 만든 것. Intent Card 확정 + PM 분해 완료 후에 이슈를 생성해야 cancel 최소화. 또한 에이전트 pause/resume 시 해당 에이전트의 active 이슈를 자동 스캔하여 재할당하는 절차가 현재 없음 ,27667
exp_scope_hybrid,DGG-2678 explanation card,3,0.6572,5c661b68-3200-4699-884d-4234742cf4bb,dggd:projects,decision,relevant,scope+token,"2026-04-17 #0_standup 기준 TimesFM/XAI 분해 및 Governance 상태 통합: DGG-2112(Explanation Contract)와 DGG-2110(XAI + Governance spec)은 유지, Track A 4 + Track B 3의 child 7건은 전부 backlog 유지, DGG",27667
exp_scope_hybrid,DGG-2678 explanation card,4,0.6569,c3f052ca-5060-4685-bf41-3e321719614b,dggd,entity,partial,token only,"MyMelody PM은 DGGD의 `#0_standup`과 `#3_dev`에서 Phase 1 유지 하에 Paperclip, Notion, Slack을 활용해 issue tracking, sprint-state 관리, blocker triage, PRD/Spec/AC 정합성 검증, review queue 및 owner ga",27667
exp_scope_hybrid,DGG-2678 explanation card,5,0.6554,2a876963-6dda-4c6c-bae3-7fa1e6d85118,dggd:ops,decision,relevant,scope+token,"Sprint-0414-2 Retrospective (2026-04-15): Well — 배츠+시나 병렬 실행으로 DC Revamp 이슈 동시 완료, PM 산출물 속도 양호. Improve — COO 이슈 cancel rate 높음(5건 cancelled, 3건 재생성). 원인: Plan 확정 전 조기 이슈 생성. Chan",27667
exp_scope_hybrid,DGG-2679 packet bundle,1,0.7586,7bb4b35b-b7be-45df-bdb5-163298076e5e,dggd:projects,fact,relevant,scope+token,"회신 확인 작업 패턴: 기준 inbox에 direct access가 있으면 먼저 yes/no로 회신 여부를 확인하고, 없으면 blocker로 표시한 뒤 확인 가능 시점에 재점검한다. 회신이 없을 경우 next ping owner/date를 즉시 확정해 상위 이슈에 연결하며, Sarjoo Security Packet 사례에",27209
exp_scope_hybrid,DGG-2679 packet bundle,2,0.7182,38cf620a-745f-4fda-b997-0a0cea2557ad,dggd:ops,fact,relevant,scope+token,"2026-04-11 KST CTO 추가 지시 후 Kuromi, MyMelody, Badtz 워크스페이스에 3층 업데이트를 반영했다. MEMORY에는 drive-first/artifact-first/evidence bundle 원칙을 추가했고, rules/reporting 및 slack-format에는 CTO/COO 보고 ",27209
exp_scope_hybrid,DGG-2679 packet bundle,3,0.6929,20968507-5c69-46c8-9960-e4fbdd37fbb0,dggd:projects,fact,relevant,scope+token,"2026-04-10 KST 멜로디가 DGG-481용 Notion 문서 '[DGG-481] Showcase High-Visibility Narrative + Q&A v1 (Joe/Craig Room)'를 생성했고, DGG-440 Sarjoo Security Packet 페이지에 11:00 decision point를 추가했",27209
exp_scope_hybrid,DGG-2679 packet bundle,4,0.6659,ea3e5cca-71be-4590-8c8a-59d9a905de6b,dggd:projects,decision,relevant,scope+token,"2026-04-11 09:23 KST Kuromi consolidated the DGG issue-handling workflow for Phase 3 carry-over and related review/dispute cases, and added a shared ops-packet rule that late-arriv",27209
exp_scope_hybrid,DGG-2679 packet bundle,5,0.6336,92910f0c-6c3c-496a-894c-eb31d082bcbd,agent:badtz-dev,fact,relevant,scope+token,Showcase preflight smoke selector drift -> preflight bundle fail 시 selector/flow drift를 먼저 확인,27209
exp_scope_hybrid,Agent run id required,1,0.7409,ce3295e8-ba55-4eaf-a0cc-de7583a1e497,dggd:projects,fact,partial,token only,2026-04-12 03:43 KST 실측: DGG-431 대상 homepage-blush-seven-22의 /robots.txt는 여전히 content-type text/html(index fallback)로 AC3 미충족. doogooda.ai 및 dggd-web.vercel.app /robots.txt는 Allow-,17998
exp_scope_hybrid,Agent run id required,2,0.7161,3c893785-56e0-48ca-a06a-b6ed83495dfe,dggd:ops,fact,relevant,scope+token,2026-04-18 Paperclip 이슈 생성 jq parse error → 중복 생성 패턴: description에 제어문자(실제 개행 아닌 \n 같은) 섞이면 POST 응답에서 jq parse 실패 → NEW_ID 미획득. 재시도하면 서버엔 이미 생성됨 → Idempotency 위반 (AGENTS.md #24). 교,17998
exp_scope_hybrid,Agent run id required,3,0.6797,6f90aa1a-cce9-4678-90b8-7a94533febed,dggd:ops,fact,relevant,scope+token,"2026-04-12 KST Paperclip heartbeat run 8f2b814b-1eb9-4b3d-acf7-98ee266ac424 selected DGG-437. GET /api/agents/me succeeded, DGG-437 checkout and PATCH both returned 409 Issue run o",17998
exp_scope_hybrid,Agent run id required,4,0.6697,66af0316-354d-4776-b812-c965322b3aae,dggd:projects,fact,partial,token only,2026-04-12 00:04 KST heartbeat run 8c99215a-d9e5-4c57-8659-8644dc8343dd selected DGG-258 on Paperclip API 3101. Checkout succeeded with checkoutRunId/executionRunId set to the run ,17998
exp_scope_hybrid,Agent run id required,5,0.6606,8af91348-b4a4-474e-9e5d-d3e34a17ad35,dggd:ops,fact,relevant,scope+token,"2026-04-12 07:35 KST DGG-584 experienced a real Paperclip redispatch drift, not just Slack notifier noise. Canonical issue record flipped from done to in_progress and then in_revie",17998
exp_scope_hybrid,CI billing 차단,1,0.8166,f3e7f37a-7960-4bad-99a7-da04b0cf253a,dggd:projects,fact,relevant,scope+token,"Entity 프로젝트는 DGG/standup 기반 issue·PR 검수와 evidence-based validation을 수행하면서 Showcase/CEO v2 messaging, decision-center compare mode, smoke-gate/CI/billing 블로커 대응, PRD·PR template·UI ",22746
exp_scope_hybrid,CI billing 차단,2,0.7374,66f7994a-aa25-404a-996d-a71b2d59602c,agent:badtz-dev,decision,partial,token only,DGG-581([Infra] blocked 이슈 heartbeat auto-checkout 재오픈 노이즈 차단)은 운영 가드(release/cancel/blocked/unassign)만으로 재발 완전 차단 실패. issue activity에서 blocked->in_progress 재상승이 반복되어 시스템(heartbeat,22746
exp_scope_hybrid,CI billing 차단,3,0.712,3e459486-8a6b-4de9-bac2-4d9c43c7745b,dggd:ops,fact,relevant,scope+token,"2026-04-10 기준 DGG-475 entity-ipa production 배포 실패 RCA: Mac Mini의 Kuromi 세션에서는 Vercel team ceo-6639s-projects 접근 가능하며, prod deployment dpl_7rBXDyGt76zi9RHxcdc3oyN26jzP의 실제 차단 원인은 to",22746
exp_scope_hybrid,CI billing 차단,4,0.6951,e072d823-fbcd-416c-901d-f914580db1d5,dggd:ops,fact,relevant,scope+token,2026-04-12 KST DGG-581 ([Infra] blocked 이슈 heartbeat auto-checkout -> in_progress 재오픈 노이즈 차단) was reassigned from Badtz to Kuromi after confirming the actionable Paperclip source/l,22746
exp_scope_hybrid,CI billing 차단,5,0.6831,233dd17d-7d3f-4dff-a1d4-6682c67ff9a0,dggd:ops,decision,relevant,scope+token,"2026-04-17 KST: GitHub Actions billing 문제로 Entity repo workflow 4개(ci, compliance-impact-assessment-reminder, dc-showcase-smoke, verify-demo-numbers) 전부 disabled 처리. CTO 지시로 로컬 게이트",22746
exp_scope_hybrid,쿠로미 carryover,1,0.7281,571f9d6d-deba-43e1-87ed-81481f6a9fe7,dggd:projects,fact,relevant,scope+token,2026-04-10 21:22 KST DGG-518([Showcase][Dev] Demo recording-ready local flow 패키징 — startup + reset 고정)은 쿠로미 독립 검증에서 FAIL 처리됐다. 당시 제출 tunnel URL은 죽어 있었고 Next.js/Tunnel 모두 stopped 상태,91427
exp_scope_hybrid,쿠로미 carryover,2,0.6802,ce29cfac-650d-46d3-8443-df091f4ebad0,dggd:projects,fact,relevant,scope+token,"2026-04-10 21:06 KST DGG-518은 DGG-518 전용 스레드의 실행 증거(local URL, reset 2세트, stage3/4/5 screenshots)를 기준으로 멜로디가 재검증 후 in_review로 전환했다. 현재 상태는 reviewer PASS, 쿠로미 최종 확인 대기다.",91427
exp_scope_hybrid,쿠로미 carryover,3,0.6685,0e45cdf3-71dd-417b-9559-878a012558d8,dggd,fact,partial,token only,"2026-04-13 재무 일일 스캔: AI 비용 MTD $958.22 (예산 $950 초과). 금일 $183, 전일比 -27.2%. 상위: 쿠로미 $138.88, gpt-5.4 $127.28. Mercury 접근 불가로 입출금 확인 불가. 예산 초과 상태로 모델 다운그레이드/usage cap 필요. Slack #1_adm",91427
exp_scope_hybrid,쿠로미 carryover,4,0.6594,19b4307b-1ad0-4cc7-b8ea-2be80165a6dc,dggd:projects,decision,relevant,scope+token,"2026-04-11 12:14 KST 쿠로미 확정: DGG-248과 DGG-249는 이벤트가 달라 분리 유지한다. DGG-249 description에 분리 기준과 공통 의존성 섹션이 반영됐고, 두 이슈의 공통 선행은 DGG-252 하나로 묶는다. 이후 각 이슈는 자기 이벤트 증거만 별도로 누적한다.",91427
exp_scope_hybrid,쿠로미 carryover,5,0.6566,eaa2c6b9-05aa-48f2-848c-d6f3fc97c622,dggd:projects,fact,relevant,scope+token,"DGG-795 (PSA Runner I/O + Sampling + Tornado Contract Refresh) — 배츠 2차 rework 완료, AC 검증 통과. AC1: current API/runner contract 명확, AC2: tornado consumer는 page.tsx indirect mapping, A",91427
exp_scope_hybrid,CTO 지시,1,0.8162,d0ebce9f-478d-4031-be4b-6ca98c939ee2,dggd:ops,decision,relevant,scope+token,"[2026-04-11] DGG-504 done 확정 (MyMelody). 검증 근거: doogooda.com/robots.txt=200, entity-flow.vercel.app=200, entity-ipa는 deploy error가 아니라 Vercel auth 401. Notion audit page 멜로디 복구 7건 ",60250
exp_scope_hybrid,CTO 지시,2,0.733,38cf620a-745f-4fda-b997-0a0cea2557ad,dggd:ops,fact,relevant,scope+token,"2026-04-11 KST CTO 추가 지시 후 Kuromi, MyMelody, Badtz 워크스페이스에 3층 업데이트를 반영했다. MEMORY에는 drive-first/artifact-first/evidence bundle 원칙을 추가했고, rules/reporting 및 slack-format에는 CTO/COO 보고 ",60250
exp_scope_hybrid,CTO 지시,3,0.7269,0550d0d9-45ca-4df9-9802-17a9a0688a2c,dggd:ops,decision,relevant,scope+token,"Phase 4 회고는 단순 교훈 bullet이 아니라 별도 Retrospective stage로 분리하고, 4명 에이전트의 업무 흐름/핸드오프/블로커/역할충돌을 점검하는 동시에 AGENTS.md/SOUL.md/TOOLS.md/docs/knowledge/루틴/스킬 정합성까지 함께 확인하며 불일치는 즉시 수정한다 (2026-",60250
exp_scope_hybrid,CTO 지시,4,0.7218,eb901e7b-fe47-4e47-b526-5a3f69d74100,dggd:ops,decision,relevant,scope+token,Review 덱 스크린샷 기반 구현 증거 필수 (2026-04-15 CTO 지시). BackstopJS 또는 entity-screenshot.sh로 Before/After/Diff 캡처. 텍스트만 있는 슬라이드는 증거 불충분. sprint-planning 스킬 + 루틴 desc에 반영.,60250
exp_scope_hybrid,CTO 지시,5,0.6577,b69bdc4a-4505-46be-b777-c8167a567b3b,dggd:ops,decision,relevant,scope+token,"2026-04-17 CTO 지시: 대표님이 가십/연예 스몰톡 콘텐츠 싫어함. 팀 스몰톡 루틴 7b946ea6 paused 처리. 향후 chitchat 자동발화 재설계 시 연예/정치 가십 토픽 제외, 업계/제품 토픽만. PM 회식 루틴 6678bd7d(직원들 회사얘기)는 성격 다르므로 유지.",60250
exp_scope_hybrid,scope:dggd:ops 최근 작업,1,0.7342,3c3c5818-41ef-4061-b828-592692ad3334,dggd:ops,fact,partial,scope-tag match,"2026-04-10 최근 24h Slack 대화 분석 결과, 전체 root message 224건 중 172건이 #0_standup에 집중됐고 MyMelody 85건 + Paperclip bot 67건으로 67.9%를 차지했다. 주요 문제는 MyMelody/Paperclip 중복 발화, #0_standup 알림 폭주, r",7231
exp_scope_hybrid,scope:dggd:ops 최근 작업,2,0.7177,1294e986-4b1e-4b66-8ee9-40f2a70af0b5,dggd:ops,decision,partial,scope-tag match,"체크인/운영 재정렬 패턴: 최근 Slack 스캔을 먼저 수행하고, 최근 체크인이 30분 이내인지와 181-thread 로드, CEO/CTO 새 메시지 및 미응답, Calendar 인증 상태를 점검한 뒤, active issue와 sprint/agent 상태 변화를 PRD/AC evidence, checklist, CI 상",7231
exp_scope_hybrid,scope:dggd:ops 최근 작업,3,0.6786,f661a73f-7ddb-49ba-a425-ed395f865c8c,dggd:ops,decision,partial,scope-tag match,Self-merge 절대 금지 Hard Rule (2026-04-15 CTO 지적). 최근 PR 15건 전부 리뷰 0건 self-merge 발견. PR 작성자가 직접 merge하는 것은 거버넌스 위반. 반드시 COO(쿠로미)가 code-review 후 GitHub approve → 그 다음에만 merge 가능. 위반 시 ,7231
exp_scope_hybrid,scope:dggd:ops 최근 작업,4,0.6712,09305602-8aad-4fc5-8179-17d767cfcedd,dggd:ops,fact,partial,scope-tag match,"2026-04-17 chitchat-state: 주제=스타트업씬/AI 테크 가십(YC Delve compliance 스캔들 + LiteLLM 악성코드), 멘션 에이전트=멜로디, 채널=#6_chitchat, thread_ts=1776380636.831709. 다음 로테이션: 배츠. 최근 사용 주제: 미국 정치/경제 → 스타",7231
exp_scope_hybrid,scope:dggd:ops 최근 작업,5,0.6693,7995b498-fad3-4ebb-a20a-14d73f39683a,dggd:ops,fact,partial,scope-tag match,"2026-04-10 KST DGG-523 ([Ops] 최근 24h Slack 대화 감사 및 문제점 도출) is in_review under DGG-476. Core findings: 223 top-level messages across major channels, with 0_standup carrying 171 (76.",7231
exp_scope_hybrid,scope:role:dev 최근 작업,1,0,,,,irrelevant,no result,,7010
exp_scope_hybrid,scope:role:dev 최근 작업,2,0,,,,irrelevant,no result,,7010
exp_scope_hybrid,scope:role:dev 최근 작업,3,0,,,,irrelevant,no result,,7010
exp_scope_hybrid,scope:role:dev 최근 작업,4,0,,,,irrelevant,no result,,7010
exp_scope_hybrid,scope:role:dev 최근 작업,5,0,,,,irrelevant,no result,,7010
